Id,Vykazovane_zjisteno_mvcr,Vykazovane_objasneno_mvcr,FK_Crime_Lookup,FK_Area_Lookup,FK_Time_Range,Vykazovane_zjisteno_mesic,Vykazovane_objasneno_mesic,FK_District_Lookup
42773,15,7,6,0,47,15,7,20
42774,9,11,6,0,47,9,11,21
42775,8,12,6,0,47,8,12,22
42776,5,7,6,0,47,5,7,23
42777,8,15,6,0,47,8,15,24
42778,11,11,6,0,47,11,11,25
42779,10,9,6,0,47,10,9,26
42780,12,16,6,0,47,12,16,27
42781,36,27,6,0,47,36,27,28
42782,3,8,6,0,47,3,8,29
42783,9,16,6,0,47,9,16,30
42784,12,12,6,0,47,12,12,31
42785,19,19,6,0,47,19,19,32
42786,49,47,6,0,47,49,47,33
42787,38,36,6,0,47,38,36,34
42788,60,35,6,0,47,60,35,35
42789,17,14,6,0,47,17,14,36
42790,32,35,6,0,47,32,35,37
42791,35,40,6,0,47,35,40,38
42792,22,31,6,0,47,22,31,39
42793,15,19,6,0,47,15,19,40
42794,14,14,6,0,47,14,14,41
42795,18,13,6,0,47,18,13,42
42796,7,6,6,0,47,7,6,43
42797,15,12,6,0,47,15,12,44
42798,0,0,6,0,47,0,0,45
42799,90,54,6,0,47,90,54,46
42800,33,25,6,0,47,33,25,47
42801,21,20,6,0,47,21,20,48
42802,18,15,6,0,47,18,15,49
42803,26,19,6,0,47,26,19,50
42804,18,15,6,0,47,18,15,51
42805,0,0,6,0,47,0,0,52
42806,0,0,6,0,47,0,0,53
42807,25,29,6,0,47,25,29,54
42808,37,26,6,0,47,37,26,55
42809,54,55,6,0,47,54,55,56
42810,30,15,6,0,47,30,15,57
42811,27,26,6,0,47,27,26,58
42812,87,78,6,0,47,87,78,59
42813,0,0,6,0,47,0,0,60
42814,29,27,6,0,47,29,27,61
42815,15,19,6,0,47,15,19,62
42816,24,15,6,0,47,24,15,63
42817,13,11,6,0,47,13,11,64
42818,20,16,6,0,47,20,16,65
42819,22,29,6,0,47,22,29,66
42820,21,20,6,0,47,21,20,67
42821,31,37,6,0,47,31,37,68
42822,28,20,6,0,47,28,20,69
42823,29,21,6,0,47,29,21,70
42824,24,19,6,0,47,24,19,71
42825,14,16,6,0,47,14,16,72
42826,9,14,6,0,47,9,14,73
42827,12,14,6,0,47,12,14,74
42828,11,9,6,0,47,11,9,75
42829,34,33,6,0,47,34,33,76
42830,9,7,6,0,47,9,7,77
42831,13,11,6,0,47,13,11,78
42832,0,0,6,0,47,0,0,79
42833,26,19,6,0,47,26,19,80
42834,17,21,6,0,47,17,21,81
42835,40,33,6,0,47,40,33,82
42836,6,12,6,0,47,6,12,83
42837,39,37,6,0,47,39,37,84
42838,58,47,6,0,47,58,47,85
42839,32,27,6,0,47,32,27,86
42840,0,0,6,0,47,0,0,87
42841,3011,3030,7,1,47,3011,3030,0
42842,392,362,7,2,47,392,362,0
42843,371,386,7,3,47,371,386,0
42844,198,199,7,4,47,198,199,0
42845,149,149,7,5,47,149,149,0
42846,349,334,7,6,47,349,334,0
42847,112,118,7,7,47,112,118,0
42848,283,288,7,8,47,283,288,0
42849,375,368,7,9,47,375,368,0
42850,171,194,7,10,47,171,194,0
42851,148,153,7,11,47,148,153,0
42852,99,115,7,12,47,99,115,0
42853,97,112,7,13,47,97,112,0
42854,144,131,7,14,47,144,131,0
42855,123,121,7,15,47,123,121,0
42856,80,66,7,0,47,80,66,1
42857,79,77,7,0,47,79,77,2
42858,106,103,7,0,47,106,103,3
42859,127,116,7,0,47,127,116,4
42860,0,0,7,0,47,0,0,5
42861,28,28,7,0,47,28,28,6
42862,20,21,7,0,47,20,21,7
42863,44,37,7,0,47,44,37,8
42864,31,36,7,0,47,31,36,9
42865,17,21,7,0,47,17,21,10
42866,30,31,7,0,47,30,31,11
42867,33,41,7,0,47,33,41,12
42868,31,31,7,0,47,31,31,13
42869,36,37,7,0,47,36,37,14
42870,9,12,7,0,47,9,12,15
42871,36,30,7,0,47,36,30,16
42872,31,31,7,0,47,31,31,17
42873,25,30,7,0,47,25,30,18
42874,56,52,7,0,47,56,52,19
42875,17,23,7,0,47,17,23,20
42876,29,42,7,0,47,29,42,21
42877,17,20,7,0,47,17,20,22
42878,15,9,7,0,47,15,9,23
42879,24,20,7,0,47,24,20,24
42880,40,33,7,0,47,40,33,25
42881,18,16,7,0,47,18,16,26
42882,22,21,7,0,47,22,21,27
42883,36,41,7,0,47,36,41,28
42884,13,15,7,0,47,13,15,29
42885,25,25,7,0,47,25,25,30
42886,9,9,7,0,47,9,9,31
42887,26,22,7,0,47,26,22,32
42888,48,51,7,0,47,48,51,33
42889,55,56,7,0,47,55,56,34
42890,43,37,7,0,47,43,37,35
42891,43,39,7,0,47,43,39,36
42892,45,40,7,0,47,45,40,37
42893,55,60,7,0,47,55,60,38
42894,60,51,7,0,47,60,51,39
42895,28,31,7,0,47,28,31,40
42896,19,16,7,0,47,19,16,41
42897,17,16,7,0,47,17,16,42
42898,21,27,7,0,47,21,27,43
42899,27,28,7,0,47,27,28,44
42900,0,0,7,0,47,0,0,45
42901,103,116,7,0,47,103,116,46
42902,37,32,7,0,47,37,32,47
42903,24,22,7,0,47,24,22,48
42904,38,42,7,0,47,38,42,49
42905,30,27,7,0,47,30,27,50
42906,51,49,7,0,47,51,49,51
42907,0,0,7,0,47,0,0,52
42908,0,0,7,0,47,0,0,53
42909,44,43,7,0,47,44,43,54
42910,72,54,7,0,47,72,54,55
42911,82,79,7,0,47,82,79,56
42912,47,47,7,0,47,47,47,57
42913,47,54,7,0,47,47,54,58
42914,83,91,7,0,47,83,91,59
42915,0,0,7,0,47,0,0,60
42916,72,83,7,0,47,72,83,61
42917,32,38,7,0,47,32,38,62
42918,27,31,7,0,47,27,31,63
42919,19,21,7,0,47,19,21,64
42920,21,21,7,0,47,21,21,65
42921,44,39,7,0,47,44,39,66
42922,38,42,7,0,47,38,42,67
42923,37,46,7,0,47,37,46,68
42924,29,26,7,0,47,29,26,69
42925,27,25,7,0,47,27,25,70
42926,21,26,7,0,47,21,26,71
42927,11,16,7,0,47,11,16,72
42928,17,18,7,0,47,17,18,73
42929,23,30,7,0,47,23,30,74
42930,26,21,7,0,47,26,21,75
42931,30,33,7,0,47,30,33,76
42932,21,22,7,0,47,21,22,77
42933,20,36,7,0,47,20,36,78
42934,0,0,7,0,47,0,0,79
42935,44,44,7,0,47,44,44,80
42936,34,31,7,0,47,34,31,81
42937,39,37,7,0,47,39,37,82
42938,27,19,7,0,47,27,19,83
42939,32,33,7,0,47,32,33,84
42940,50,45,7,0,47,50,45,85
42941,41,43,7,0,47,41,43,86
42942,0,0,7,0,47,0,0,87
42943,2199,1564,8,1,47,2199,1564,0
42944,595,333,8,2,47,595,333,0
42945,231,108,8,3,47,231,108,0
42946,124,137,8,4,47,124,137,0
42947,86,63,8,5,47,86,63,0
42948,202,156,8,6,47,202,156,0
42949,88,57,8,7,47,88,57,0
42950,272,191,8,8,47,272,191,0
42951,223,125,8,9,47,223,125,0
42952,86,68,8,10,47,86,68,0
42953,35,61,8,11,47,35,61,0
42954,68,86,8,12,47,68,86,0
42955,77,82,8,13,47,77,82,0
42956,63,65,8,14,47,63,65,0
42957,49,32,8,15,47,49,32,0
42958,236,168,8,0,47,236,168,1
42959,92,22,8,0,47,92,22,2
42960,157,95,8,0,47,157,95,3
42961,110,48,8,0,47,110,48,4
42962,0,0,8,0,47,0,0,5
42963,10,6,8,0,47,10,6,6
42964,15,6,8,0,47,15,6,7
42965,46,21,8,0,47,46,21,8
42966,21,11,8,0,47,21,11,9
42967,7,3,8,0,47,7,3,10
42968,16,9,8,0,47,16,9,11
42969,20,9,8,0,47,20,9,12
42970,20,12,8,0,47,20,12,13
42971,20,12,8,0,47,20,12,14
42972,11,4,8,0,47,11,4,15
42973,13,6,8,0,47,13,6,16
42974,14,5,8,0,47,14,5,17
42975,18,4,8,0,47,18,4,18
42976,58,40,8,0,47,58,40,19
42977,9,14,8,0,47,9,14,20
42978,14,19,8,0,47,14,19,21
42979,6,12,8,0,47,6,12,22
42980,10,13,8,0,47,10,13,23
42981,13,21,8,0,47,13,21,24
42982,14,18,8,0,47,14,18,25
42983,6,7,8,0,47,6,7,26
42984,22,21,8,0,47,22,21,27
42985,28,14,8,0,47,28,14,28
42986,14,8,8,0,47,14,8,29
42987,2,2,8,0,47,2,2,30
42988,5,3,8,0,47,5,3,31
42989,9,8,8,0,47,9,8,32
42990,23,19,8,0,47,23,19,33
42991,29,27,8,0,47,29,27,34
42992,32,20,8,0,47,32,20,35
42993,17,14,8,0,47,17,14,36
42994,35,27,8,0,47,35,27,37
42995,24,21,8,0,47,24,21,38
42996,42,28,8,0,47,42,28,39
42997,23,15,8,0,47,23,15,40
42998,19,9,8,0,47,19,9,41
42999,24,13,8,0,47,24,13,42
43000,8,6,8,0,47,8,6,43
43001,14,14,8,0,47,14,14,44
43002,0,0,8,0,47,0,0,45
43003,164,83,8,0,47,164,83,46
43004,15,15,8,0,47,15,15,47
43005,8,11,8,0,47,8,11,48
43006,28,14,8,0,47,28,14,49
43007,42,55,8,0,47,42,55,50
43008,15,13,8,0,47,15,13,51
43009,0,0,8,0,47,0,0,52
43010,0,0,8,0,47,0,0,53
43011,7,12,8,0,47,7,12,54
43012,45,20,8,0,47,45,20,55
43013,39,38,8,0,47,39,38,56
43014,24,15,8,0,47,24,15,57
43015,16,13,8,0,47,16,13,58
43016,92,27,8,0,47,92,27,59
43017,0,0,8,0,47,0,0,60
43018,25,19,8,0,47,25,19,61
43019,13,20,8,0,47,13,20,62
43020,11,8,8,0,47,11,8,63
43021,8,6,8,0,47,8,6,64
43022,29,15,8,0,47,29,15,65
43023,4,29,8,0,47,4,29,66
43024,8,8,8,0,47,8,8,67
43025,13,14,8,0,47,13,14,68
43026,10,10,8,0,47,10,10,69
43027,18,26,8,0,47,18,26,70
43028,5,8,8,0,47,5,8,71
43029,18,12,8,0,47,18,12,72
43030,14,20,8,0,47,14,20,73
43031,13,20,8,0,47,13,20,74
43032,22,17,8,0,47,22,17,75
43033,32,28,8,0,47,32,28,76
43034,13,16,8,0,47,13,16,77
43035,10,21,8,0,47,10,21,78
43036,0,0,8,0,47,0,0,79
43037,13,25,8,0,47,13,25,80
43038,19,11,8,0,47,19,11,81
43039,27,26,8,0,47,27,26,82
43040,4,3,8,0,47,4,3,83
43041,17,7,8,0,47,17,7,84
43042,19,14,8,0,47,19,14,85
43043,13,11,8,0,47,13,11,86
43044,0,0,8,0,47,0,0,87
43045,1,2,9,1,47,1,2,0
43046,0,0,9,2,47,0,0,0
43047,0,2,9,3,47,0,2,0
43048,0,0,9,4,47,0,0,0
43049,0,0,9,5,47,0,0,0
43050,1,0,9,6,47,1,0,0
43051,0,0,9,7,47,0,0,0
43052,0,0,9,8,47,0,0,0
43053,0,0,9,9,47,0,0,0
43054,0,0,9,10,47,0,0,0
43055,0,0,9,11,47,0,0,0
43056,0,0,9,12,47,0,0,0
43057,0,0,9,13,47,0,0,0
43058,0,0,9,14,47,0,0,0
43059,0,0,9,15,47,0,0,0
43060,0,0,9,0,47,0,0,1
43061,0,0,9,0,47,0,0,2
43062,0,0,9,0,47,0,0,3
43063,0,0,9,0,47,0,0,4
43064,0,0,9,0,47,0,0,5
43065,0,0,9,0,47,0,0,6
43066,0,0,9,0,47,0,0,7
43067,0,0,9,0,47,0,0,8
43068,0,0,9,0,47,0,0,9
43069,0,0,9,0,47,0,0,10
43070,0,0,9,0,47,0,0,11
43071,0,0,9,0,47,0,0,12
43072,0,0,9,0,47,0,0,13
43073,0,0,9,0,47,0,0,14
43074,0,2,9,0,47,0,2,15
43075,0,0,9,0,47,0,0,16
43076,0,0,9,0,47,0,0,17
43077,0,0,9,0,47,0,0,18
43078,0,0,9,0,47,0,0,19
43079,0,0,9,0,47,0,0,20
43080,0,0,9,0,47,0,0,21
43081,0,0,9,0,47,0,0,22
43082,0,0,9,0,47,0,0,23
43083,0,0,9,0,47,0,0,24
43084,0,0,9,0,47,0,0,25
43085,0,0,9,0,47,0,0,26
43086,0,0,9,0,47,0,0,27
43087,0,0,9,0,47,0,0,28
43088,0,0,9,0,47,0,0,29
43089,0,0,9,0,47,0,0,30
43090,0,0,9,0,47,0,0,31
43091,0,0,9,0,47,0,0,32
43092,0,0,9,0,47,0,0,33
43093,0,0,9,0,47,0,0,34
43094,0,0,9,0,47,0,0,35
43095,1,0,9,0,47,1,0,36
43096,0,0,9,0,47,0,0,37
43097,0,0,9,0,47,0,0,38
43098,0,0,9,0,47,0,0,39
43099,0,0,9,0,47,0,0,40
43100,0,0,9,0,47,0,0,41
43101,0,0,9,0,47,0,0,42
43102,0,0,9,0,47,0,0,43
43103,0,0,9,0,47,0,0,44
43104,0,0,9,0,47,0,0,45
43105,0,0,9,0,47,0,0,46
43106,0,0,9,0,47,0,0,47
43107,0,0,9,0,47,0,0,48
43108,0,0,9,0,47,0,0,49
43109,0,0,9,0,47,0,0,50
43110,0,0,9,0,47,0,0,51
43111,0,0,9,0,47,0,0,52
43112,0,0,9,0,47,0,0,53
43113,0,0,9,0,47,0,0,54
43114,0,0,9,0,47,0,0,55
43115,0,0,9,0,47,0,0,56
43116,0,0,9,0,47,0,0,57
43117,0,0,9,0,47,0,0,58
43118,0,0,9,0,47,0,0,59
43119,0,0,9,0,47,0,0,60
43120,0,0,9,0,47,0,0,61
43121,0,0,9,0,47,0,0,62
43122,0,0,9,0,47,0,0,63
43123,0,0,9,0,47,0,0,64
43124,0,0,9,0,47,0,0,65
43125,0,0,9,0,47,0,0,66
43126,0,0,9,0,47,0,0,67
43127,0,0,9,0,47,0,0,68
43128,0,0,9,0,47,0,0,69
43129,0,0,9,0,47,0,0,70
43130,0,0,9,0,47,0,0,71
43131,0,0,9,0,47,0,0,72
43132,0,0,9,0,47,0,0,73
43133,0,0,9,0,47,0,0,74
43134,0,0,9,0,47,0,0,75
43135,0,0,9,0,47,0,0,76
43136,0,0,9,0,47,0,0,77
43137,0,0,9,0,47,0,0,78
43138,0,0,9,0,47,0,0,79
43139,0,0,9,0,47,0,0,80
43140,0,0,9,0,47,0,0,81
43141,0,0,9,0,47,0,0,82
43142,0,0,9,0,47,0,0,83
43143,0,0,9,0,47,0,0,84
43144,0,0,9,0,47,0,0,85
43145,0,0,9,0,47,0,0,86
43146,0,0,9,0,47,0,0,87
43147,1411,1109,1,1,48,1411,1109,0
43148,189,115,1,2,48,189,115,0
43149,164,136,1,3,48,164,136,0
43150,84,87,1,4,48,84,87,0
43151,67,51,1,5,48,67,51,0
43152,169,107,1,6,48,169,107,0
43153,42,30,1,7,48,42,30,0
43154,134,106,1,8,48,134,106,0
43155,222,170,1,9,48,222,170,0
43156,76,71,1,10,48,76,71,0
43157,53,45,1,11,48,53,45,0
43158,23,31,1,12,48,23,31,0
43159,41,36,1,13,48,41,36,0
43160,88,69,1,14,48,88,69,0
43161,59,55,1,15,48,59,55,0
43162,43,37,1,0,48,43,37,1
43163,26,20,1,0,48,26,20,2
43164,57,29,1,0,48,57,29,3
43165,63,29,1,0,48,63,29,4
43166,0,0,1,0,48,0,0,5
43167,5,4,1,0,48,5,4,6
43168,16,9,1,0,48,16,9,7
43169,33,20,1,0,48,33,20,8
43170,15,13,1,0,48,15,13,9
43171,5,6,1,0,48,5,6,10
43172,23,21,1,0,48,23,21,11
43173,13,8,1,0,48,13,8,12
43174,17,13,1,0,48,17,13,13
43175,8,2,1,0,48,8,2,14
43176,8,15,1,0,48,8,15,15
43177,5,2,1,0,48,5,2,16
43178,5,7,1,0,48,5,7,17
43179,11,16,1,0,48,11,16,18
43180,26,18,1,0,48,26,18,19
43181,20,14,1,0,48,20,14,20
43182,9,13,1,0,48,9,13,21
43183,8,13,1,0,48,8,13,22
43184,6,1,1,0,48,6,1,23
43185,10,18,1,0,48,10,18,24
43186,5,10,1,0,48,5,10,25
43187,5,3,1,0,48,5,3,26
43188,5,5,1,0,48,5,5,27
43189,32,18,1,0,48,32,18,28
43190,4,2,1,0,48,4,2,29
43191,11,7,1,0,48,11,7,30
43192,3,5,1,0,48,3,5,31
43193,7,11,1,0,48,7,11,32
43194,27,14,1,0,48,27,14,33
43195,20,15,1,0,48,20,15,34
43196,28,15,1,0,48,28,15,35
43197,18,17,1,0,48,18,17,36
43198,22,18,1,0,48,22,18,37
43199,34,24,1,0,48,34,24,38
43200,20,4,1,0,48,20,4,39
43201,15,5,1,0,48,15,5,40
43202,9,9,1,0,48,9,9,41
43203,4,7,1,0,48,4,7,42
43204,5,5,1,0,48,5,5,43
43205,9,4,1,0,48,9,4,44
43206,0,0,1,0,48,0,0,45
43207,62,45,1,0,48,62,45,46
43208,13,6,1,0,48,13,6,47
43209,10,8,1,0,48,10,8,48
43210,24,21,1,0,48,24,21,49
43211,13,9,1,0,48,13,9,50
43212,12,17,1,0,48,12,17,51
43213,0,0,1,0,48,0,0,52
43214,0,0,1,0,48,0,0,53
43215,19,21,1,0,48,19,21,54
43216,26,8,1,0,48,26,8,55
43217,62,46,1,0,48,62,46,56
43218,19,23,1,0,48,19,23,57
43219,24,20,1,0,48,24,20,58
43220,72,52,1,0,48,72,52,59
43221,0,0,1,0,48,0,0,60
43222,30,23,1,0,48,30,23,61
43223,16,25,1,0,48,16,25,62
43224,11,10,1,0,48,11,10,63
43225,10,10,1,0,48,10,10,64
43226,9,3,1,0,48,9,3,65
43227,14,11,1,0,48,14,11,66
43228,11,7,1,0,48,11,7,67
43229,6,7,1,0,48,6,7,68
43230,22,20,1,0,48,22,20,69
43231,6,6,1,0,48,6,6,70
43232,11,15,1,0,48,11,15,71
43233,2,7,1,0,48,2,7,72
43234,4,2,1,0,48,4,2,73
43235,0,1,1,0,48,0,1,74
43236,8,4,1,0,48,8,4,75
43237,16,13,1,0,48,16,13,76
43238,7,10,1,0,48,7,10,77
43239,10,9,1,0,48,10,9,78
43240,0,0,1,0,48,0,0,79
43241,35,16,1,0,48,35,16,80
43242,18,13,1,0,48,18,13,81
43243,33,36,1,0,48,33,36,82
43244,2,4,1,0,48,2,4,83
43245,18,15,1,0,48,18,15,84
43246,27,28,1,0,48,27,28,85
43247,14,12,1,0,48,14,12,86
43248,0,0,1,0,48,0,0,87
43249,138,131,2,1,48,138,131,0
43250,24,14,2,2,48,24,14,0
43251,16,14,2,3,48,16,14,0
43252,12,15,2,4,48,12,15,0
43253,2,3,2,5,48,2,3,0
43254,14,5,2,6,48,14,5,0
43255,9,4,2,7,48,9,4,0
43256,10,13,2,8,48,10,13,0
43257,17,10,2,9,48,17,10,0
43258,3,7,2,10,48,3,7,0
43259,0,4,2,11,48,0,4,0
43260,8,15,2,12,48,8,15,0
43261,4,2,2,13,48,4,2,0
43262,17,18,2,14,48,17,18,0
43263,2,7,2,15,48,2,7,0
43264,1,1,2,0,48,1,1,1
43265,6,5,2,0,48,6,5,2
43266,10,3,2,0,48,10,3,3
43267,7,5,2,0,48,7,5,4
43268,0,0,2,0,48,0,0,5
43269,-1,1,2,0,48,-1,1,6
43270,0,0,2,0,48,0,0,7
43271,2,3,2,0,48,2,3,8
43272,0,1,2,0,48,0,1,9
43273,2,1,2,0,48,2,1,10
43274,5,3,2,0,48,5,3,11
43275,2,1,2,0,48,2,1,12
43276,0,2,2,0,48,0,2,13
43277,1,0,2,0,48,1,0,14
43278,2,1,2,0,48,2,1,15
43279,0,0,2,0,48,0,0,16
43280,0,1,2,0,48,0,1,17
43281,3,0,2,0,48,3,0,18
43282,5,6,2,0,48,5,6,19
43283,1,1,2,0,48,1,1,20
43284,2,2,2,0,48,2,2,21
43285,0,2,2,0,48,0,2,22
43286,0,1,2,0,48,0,1,23
43287,0,1,2,0,48,0,1,24
43288,4,2,2,0,48,4,2,25
43289,0,0,2,0,48,0,0,26
43290,0,1,2,0,48,0,1,27
43291,1,1,2,0,48,1,1,28
43292,0,0,2,0,48,0,0,29
43293,0,0,2,0,48,0,0,30
43294,0,0,2,0,48,0,0,31
43295,1,1,2,0,48,1,1,32
43296,2,1,2,0,48,2,1,33
43297,2,1,2,0,48,2,1,34
43298,1,0,2,0,48,1,0,35
43299,1,0,2,0,48,1,0,36
43300,5,1,2,0,48,5,1,37
43301,5,2,2,0,48,5,2,38
43302,-2,0,2,0,48,-2,0,39
43303,3,1,2,0,48,3,1,40
43304,5,2,2,0,48,5,2,41
43305,1,0,2,0,48,1,0,42
43306,0,0,2,0,48,0,0,43
43307,0,1,2,0,48,0,1,44
43308,0,0,2,0,48,0,0,45
43309,6,3,2,0,48,6,3,46
43310,-1,3,2,0,48,-1,3,47
43311,1,1,2,0,48,1,1,48
43312,2,4,2,0,48,2,4,49
43313,2,2,2,0,48,2,2,50
43314,0,0,2,0,48,0,0,51
43315,0,0,2,0,48,0,0,52
43316,0,0,2,0,48,0,0,53
43317,1,3,2,0,48,1,3,54
43318,0,0,2,0,48,0,0,55
43319,7,3,2,0,48,7,3,56
43320,4,2,2,0,48,4,2,57
43321,0,0,2,0,48,0,0,58
43322,5,2,2,0,48,5,2,59
43323,0,0,2,0,48,0,0,60
43324,1,1,2,0,48,1,1,61
43325,1,1,2,0,48,1,1,62
43326,0,2,2,0,48,0,2,63
43327,0,1,2,0,48,0,1,64
43328,1,2,2,0,48,1,2,65
43329,1,1,2,0,48,1,1,66
43330,1,1,2,0,48,1,1,67
43331,0,0,2,0,48,0,0,68
43332,-2,2,2,0,48,-2,2,69
43333,0,3,2,0,48,0,3,70
43334,2,1,2,0,48,2,1,71
43335,6,8,2,0,48,6,8,72
43336,0,3,2,0,48,0,3,73
43337,0,0,2,0,48,0,0,74
43338,3,1,2,0,48,3,1,75
43339,0,1,2,0,48,0,1,76
43340,0,0,2,0,48,0,0,77
43341,1,0,2,0,48,1,0,78
43342,0,0,2,0,48,0,0,79
43343,0,1,2,0,48,0,1,80
43344,9,11,2,0,48,9,11,81
43345,7,6,2,0,48,7,6,82
43346,1,0,2,0,48,1,0,83
43347,0,0,2,0,48,0,0,84
43348,-1,5,2,0,48,-1,5,85
43349,3,2,2,0,48,3,2,86
43350,0,0,2,0,48,0,0,87
43351,4927,1008,3,1,48,4927,1008,0
43352,833,81,3,2,48,833,81,0
43353,745,98,3,3,48,745,98,0
43354,203,88,3,4,48,203,88,0
43355,316,51,3,5,48,316,51,0
43356,483,126,3,6,48,483,126,0
43357,159,42,3,7,48,159,42,0
43358,394,102,3,8,48,394,102,0
43359,808,148,3,9,48,808,148,0
43360,232,71,3,10,48,232,71,0
43361,136,27,3,11,48,136,27,0
43362,152,41,3,12,48,152,41,0
43363,142,45,3,13,48,142,45,0
43364,214,57,3,14,48,214,57,0
43365,110,31,3,15,48,110,31,0
43366,131,18,3,0,48,131,18,1
43367,188,31,3,0,48,188,31,2
43368,196,21,3,0,48,196,21,3
43369,318,11,3,0,48,318,11,4
43370,0,0,3,0,48,0,0,5
43371,84,34,3,0,48,84,34,6
43372,67,1,3,0,48,67,1,7
43373,56,5,3,0,48,56,5,8
43374,69,9,3,0,48,69,9,9
43375,36,2,3,0,48,36,2,10
43376,34,5,3,0,48,34,5,11
43377,51,6,3,0,48,51,6,12
43378,41,10,3,0,48,41,10,13
43379,93,4,3,0,48,93,4,14
43380,38,5,3,0,48,38,5,15
43381,89,8,3,0,48,89,8,16
43382,43,4,3,0,48,43,4,17
43383,44,5,3,0,48,44,5,18
43384,62,12,3,0,48,62,12,19
43385,16,20,3,0,48,16,20,20
43386,32,23,3,0,48,32,23,21
43387,21,7,3,0,48,21,7,22
43388,16,10,3,0,48,16,10,23
43389,34,8,3,0,48,34,8,24
43390,22,8,3,0,48,22,8,25
43391,26,4,3,0,48,26,4,26
43392,26,7,3,0,48,26,7,27
43393,130,14,3,0,48,130,14,28
43394,40,4,3,0,48,40,4,29
43395,67,20,3,0,48,67,20,30
43396,10,0,3,0,48,10,0,31
43397,17,2,3,0,48,17,2,32
43398,70,22,3,0,48,70,22,33
43399,87,25,3,0,48,87,25,34
43400,65,13,3,0,48,65,13,35
43401,49,9,3,0,48,49,9,36
43402,86,20,3,0,48,86,20,37
43403,52,10,3,0,48,52,10,38
43404,74,27,3,0,48,74,27,39
43405,32,6,3,0,48,32,6,40
43406,24,14,3,0,48,24,14,41
43407,38,6,3,0,48,38,6,42
43408,27,4,3,0,48,27,4,43
43409,38,12,3,0,48,38,12,44
43410,0,0,3,0,48,0,0,45
43411,144,36,3,0,48,144,36,46
43412,62,11,3,0,48,62,11,47
43413,44,7,3,0,48,44,7,48
43414,39,23,3,0,48,39,23,49
43415,47,7,3,0,48,47,7,50
43416,58,18,3,0,48,58,18,51
43417,0,0,3,0,48,0,0,52
43418,0,0,3,0,48,0,0,53
43419,45,14,3,0,48,45,14,54
43420,101,7,3,0,48,101,7,55
43421,241,22,3,0,48,241,22,56
43422,54,48,3,0,48,54,48,57
43423,90,15,3,0,48,90,15,58
43424,277,42,3,0,48,277,42,59
43425,0,0,3,0,48,0,0,60
43426,74,30,3,0,48,74,30,61
43427,41,7,3,0,48,41,7,62
43428,36,17,3,0,48,36,17,63
43429,17,7,3,0,48,17,7,64
43430,64,10,3,0,48,64,10,65
43431,45,9,3,0,48,45,9,66
43432,26,5,3,0,48,26,5,67
43433,25,0,3,0,48,25,0,68
43434,40,13,3,0,48,40,13,69
43435,33,11,3,0,48,33,11,70
43436,37,18,3,0,48,37,18,71
43437,27,6,3,0,48,27,6,72
43438,38,3,3,0,48,38,3,73
43439,17,3,3,0,48,17,3,74
43440,46,21,3,0,48,46,21,75
43441,40,8,3,0,48,40,8,76
43442,30,5,3,0,48,30,5,77
43443,26,11,3,0,48,26,11,78
43444,0,0,3,0,48,0,0,79
43445,80,28,3,0,48,80,28,80
43446,37,9,3,0,48,37,9,81
43447,80,12,3,0,48,80,12,82
43448,17,8,3,0,48,17,8,83
43449,25,8,3,0,48,25,8,84
43450,58,16,3,0,48,58,16,85
43451,27,7,3,0,48,27,7,86
43452,0,0,3,0,48,0,0,87
43453,9901,1849,4,1,48,9901,1849,0
43454,3490,259,4,2,48,3490,259,0
43455,1082,152,4,3,48,1082,152,0
43456,303,110,4,4,48,303,110,0
43457,421,81,4,5,48,421,81,0
43458,620,192,4,6,48,620,192,0
43459,273,108,4,7,48,273,108,0
43460,920,187,4,8,48,920,187,0
43461,1387,285,4,9,48,1387,285,0
43462,359,161,4,10,48,359,161,0
43463,164,46,4,11,48,164,46,0
43464,131,47,4,12,48,131,47,0
43465,207,44,4,13,48,207,44,0
43466,381,112,4,14,48,381,112,0
43467,163,65,4,15,48,163,65,0
43468,815,80,4,0,48,815,80,1
43469,727,41,4,0,48,727,41,2
43470,662,69,4,0,48,662,69,3
43471,1286,69,4,0,48,1286,69,4
43472,0,0,4,0,48,0,0,5
43473,76,10,4,0,48,76,10,6
43474,63,8,4,0,48,63,8,7
43475,75,20,4,0,48,75,20,8
43476,91,7,4,0,48,91,7,9
43477,49,5,4,0,48,49,5,10
43478,78,12,4,0,48,78,12,11
43479,103,28,4,0,48,103,28,12
43480,36,9,4,0,48,36,9,13
43481,131,13,4,0,48,131,13,14
43482,32,1,4,0,48,32,1,15
43483,149,11,4,0,48,149,11,16
43484,98,16,4,0,48,98,16,17
43485,101,12,4,0,48,101,12,18
43486,149,22,4,0,48,149,22,19
43487,35,19,4,0,48,35,19,20
43488,16,18,4,0,48,16,18,21
43489,22,12,4,0,48,22,12,22
43490,23,16,4,0,48,23,16,23
43491,21,14,4,0,48,21,14,24
43492,37,9,4,0,48,37,9,25
43493,31,4,4,0,48,31,4,26
43494,39,19,4,0,48,39,19,27
43495,212,33,4,0,48,212,33,28
43496,40,9,4,0,48,40,9,29
43497,57,10,4,0,48,57,10,30
43498,20,4,4,0,48,20,4,31
43499,22,2,4,0,48,22,2,32
43500,83,47,4,0,48,83,47,33
