Id,Vykazovane_zjisteno_mvcr,Vykazovane_objasneno_mvcr,FK_Crime_Lookup,FK_Area_Lookup,FK_Time_Range,Vykazovane_zjisteno_mesic,Vykazovane_objasneno_mesic,FK_District_Lookup
3709,8,9,1,0,5,8,9,22
3710,9,7,1,0,5,9,7,23
3711,8,6,1,0,5,8,6,24
3712,9,1,1,0,5,9,1,25
3713,5,2,1,0,5,5,2,26
3714,4,4,1,0,5,4,4,27
3715,28,4,1,0,5,28,4,28
3716,9,1,1,0,5,9,1,29
3717,3,5,1,0,5,3,5,30
3718,1,3,1,0,5,1,3,31
3719,11,5,1,0,5,11,5,32
3720,22,18,1,0,5,22,18,33
3721,23,27,1,0,5,23,27,34
3722,23,17,1,0,5,23,17,35
3723,11,13,1,0,5,11,13,36
3724,20,17,1,0,5,20,17,37
3725,33,20,1,0,5,33,20,38
3726,37,10,1,0,5,37,10,39
3727,17,11,1,0,5,17,11,40
3728,12,10,1,0,5,12,10,41
3729,3,1,1,0,5,3,1,42
3730,5,4,1,0,5,5,4,43
3731,19,7,1,0,5,19,7,44
3732,0,0,1,0,5,0,0,45
3733,52,35,1,0,5,52,35,46
3734,17,12,1,0,5,17,12,47
3735,11,12,1,0,5,11,12,48
3736,13,4,1,0,5,13,4,49
3737,14,4,1,0,5,14,4,50
3738,7,7,1,0,5,7,7,51
3739,0,0,1,0,5,0,0,52
3740,0,0,1,0,5,0,0,53
3741,17,14,1,0,5,17,14,54
3742,13,13,1,0,5,13,13,55
3743,52,34,1,0,5,52,34,56
3744,24,9,1,0,5,24,9,57
3745,20,9,1,0,5,20,9,58
3746,93,36,1,0,5,93,36,59
3747,0,0,1,0,5,0,0,60
3748,27,20,1,0,5,27,20,61
3749,25,24,1,0,5,25,24,62
3750,22,9,1,0,5,22,9,63
3751,1,5,1,0,5,1,5,64
3752,9,11,1,0,5,9,11,65
3753,10,4,1,0,5,10,4,66
3754,6,8,1,0,5,6,8,67
3755,10,4,1,0,5,10,4,68
3756,17,16,1,0,5,17,16,69
3757,3,2,1,0,5,3,2,70
3758,11,10,1,0,5,11,10,71
3759,6,11,1,0,5,6,11,72
3760,2,0,1,0,5,2,0,73
3761,8,6,1,0,5,8,6,74
3762,5,4,1,0,5,5,4,75
3763,22,13,1,0,5,22,13,76
3764,19,13,1,0,5,19,13,77
3765,21,11,1,0,5,21,11,78
3766,0,0,1,0,5,0,0,79
3767,37,25,1,0,5,37,25,80
3768,32,13,1,0,5,32,13,81
3769,20,18,1,0,5,20,18,82
3770,9,7,1,0,5,9,7,83
3771,6,8,1,0,5,6,8,84
3772,20,13,1,0,5,20,13,85
3773,15,15,1,0,5,15,15,86
3774,0,0,1,0,5,0,0,87
3775,146,90,2,1,5,146,90,0
3776,10,4,2,2,5,10,4,0
3777,20,14,2,3,5,20,14,0
3778,11,6,2,4,5,11,6,0
3779,6,2,2,5,5,6,2,0
3780,26,13,2,6,5,26,13,0
3781,6,5,2,7,5,6,5,0
3782,12,7,2,8,5,12,7,0
3783,19,13,2,9,5,19,13,0
3784,10,7,2,10,5,10,7,0
3785,8,4,2,11,5,8,4,0
3786,6,5,2,12,5,6,5,0
3787,6,1,2,13,5,6,1,0
3788,5,7,2,14,5,5,7,0
3789,1,2,2,15,5,1,2,0
3790,-1,0,2,0,5,-1,0,1
3791,3,1,2,0,5,3,1,2
3792,8,4,2,0,5,8,4,3
3793,0,-1,2,0,5,0,-1,4
3794,0,0,2,0,5,0,0,5
3795,0,0,2,0,5,0,0,6
3796,2,1,2,0,5,2,1,7
3797,6,6,2,0,5,6,6,8
3798,2,1,2,0,5,2,1,9
3799,1,0,2,0,5,1,0,10
3800,2,1,2,0,5,2,1,11
3801,1,1,2,0,5,1,1,12
3802,1,0,2,0,5,1,0,13
3803,0,2,2,0,5,0,2,14
3804,1,0,2,0,5,1,0,15
3805,1,1,2,0,5,1,1,16
3806,0,0,2,0,5,0,0,17
3807,3,1,2,0,5,3,1,18
3808,3,1,2,0,5,3,1,19
3809,0,0,2,0,5,0,0,20
3810,0,0,2,0,5,0,0,21
3811,3,2,2,0,5,3,2,22
3812,2,0,2,0,5,2,0,23
3813,2,2,2,0,5,2,2,24
3814,1,1,2,0,5,1,1,25
3815,0,0,2,0,5,0,0,26
3816,1,0,2,0,5,1,0,27
3817,3,0,2,0,5,3,0,28
3818,0,0,2,0,5,0,0,29
3819,2,2,2,0,5,2,2,30
3820,0,0,2,0,5,0,0,31
3821,0,0,2,0,5,0,0,32
3822,-1,-2,2,0,5,-1,-2,33
3823,4,3,2,0,5,4,3,34
3824,6,4,2,0,5,6,4,35
3825,3,0,2,0,5,3,0,36
3826,-1,4,2,0,5,-1,4,37
3827,8,2,2,0,5,8,2,38
3828,7,2,2,0,5,7,2,39
3829,3,2,2,0,5,3,2,40
3830,1,0,2,0,5,1,0,41
3831,-2,0,2,0,5,-2,0,42
3832,0,1,2,0,5,0,1,43
3833,4,2,2,0,5,4,2,44
3834,0,0,2,0,5,0,0,45
3835,1,1,2,0,5,1,1,46
3836,-1,0,2,0,5,-1,0,47
3837,6,0,2,0,5,6,0,48
3838,0,1,2,0,5,0,1,49
3839,2,2,2,0,5,2,2,50
3840,4,3,2,0,5,4,3,51
3841,0,0,2,0,5,0,0,52
3842,0,0,2,0,5,0,0,53
3843,4,5,2,0,5,4,5,54
3844,2,0,2,0,5,2,0,55
3845,7,3,2,0,5,7,3,56
3846,2,2,2,0,5,2,2,57
3847,0,1,2,0,5,0,1,58
3848,4,2,2,0,5,4,2,59
3849,0,0,2,0,5,0,0,60
3850,3,2,2,0,5,3,2,61
3851,1,1,2,0,5,1,1,62
3852,2,0,2,0,5,2,0,63
3853,4,4,2,0,5,4,4,64
3854,0,0,2,0,5,0,0,65
3855,1,2,2,0,5,1,2,66
3856,-1,0,2,0,5,-1,0,67
3857,2,2,2,0,5,2,2,68
3858,6,0,2,0,5,6,0,69
3859,-1,3,2,0,5,-1,3,70
3860,2,0,2,0,5,2,0,71
3861,1,0,2,0,5,1,0,72
3862,3,1,2,0,5,3,1,73
3863,1,1,2,0,5,1,1,74
3864,2,0,2,0,5,2,0,75
3865,3,0,2,0,5,3,0,76
3866,-1,1,2,0,5,-1,1,77
3867,2,0,2,0,5,2,0,78
3868,0,0,2,0,5,0,0,79
3869,-1,2,2,0,5,-1,2,80
3870,0,0,2,0,5,0,0,81
3871,3,4,2,0,5,3,4,82
3872,3,1,2,0,5,3,1,83
3873,1,1,2,0,5,1,1,84
3874,0,1,2,0,5,0,1,85
3875,0,0,2,0,5,0,0,86
3876,0,0,2,0,5,0,0,87
3877,4541,830,3,1,5,4541,830,0
3878,735,73,3,2,5,735,73,0
3879,924,94,3,3,5,924,94,0
3880,236,46,3,4,5,236,46,0
3881,201,38,3,5,5,201,38,0
3882,491,169,3,6,5,491,169,0
3883,157,25,3,7,5,157,25,0
3884,367,98,3,8,5,367,98,0
3885,441,82,3,9,5,441,82,0
3886,243,61,3,10,5,243,61,0
3887,158,23,3,11,5,158,23,0
3888,130,11,3,12,5,130,11,0
3889,140,25,3,13,5,140,25,0
3890,189,40,3,14,5,189,40,0
3891,129,45,3,15,5,129,45,0
3892,149,28,3,0,5,149,28,1
3893,151,15,3,0,5,151,15,2
3894,181,21,3,0,5,181,21,3
3895,254,9,3,0,5,254,9,4
3896,0,0,3,0,5,0,0,5
3897,68,3,3,0,5,68,3,6
3898,61,6,3,0,5,61,6,7
3899,101,6,3,0,5,101,6,8
3900,76,17,3,0,5,76,17,9
3901,38,8,3,0,5,38,8,10
3902,42,7,3,0,5,42,7,11
3903,105,27,3,0,5,105,27,12
3904,50,6,3,0,5,50,6,13
3905,93,1,3,0,5,93,1,14
3906,53,4,3,0,5,53,4,15
3907,90,3,3,0,5,90,3,16
3908,83,3,3,0,5,83,3,17
3909,64,3,3,0,5,64,3,18
3910,90,10,3,0,5,90,10,19
3911,29,4,3,0,5,29,4,20
3912,20,3,3,0,5,20,3,21
3913,28,4,3,0,5,28,4,22
3914,20,8,3,0,5,20,8,23
3915,29,12,3,0,5,29,12,24
3916,20,5,3,0,5,20,5,25
3917,13,4,3,0,5,13,4,26
3918,30,6,3,0,5,30,6,27
3919,56,6,3,0,5,56,6,28
3920,29,9,3,0,5,29,9,29
3921,24,5,3,0,5,24,5,30
3922,18,0,3,0,5,18,0,31
3923,31,8,3,0,5,31,8,32
3924,31,27,3,0,5,31,27,33
3925,61,8,3,0,5,61,8,34
3926,70,8,3,0,5,70,8,35
3927,46,17,3,0,5,46,17,36
3928,136,47,3,0,5,136,47,37
3929,72,21,3,0,5,72,21,38
3930,75,41,3,0,5,75,41,39
3931,35,7,3,0,5,35,7,40
3932,26,5,3,0,5,26,5,41
3933,27,4,3,0,5,27,4,42
3934,14,2,3,0,5,14,2,43
3935,55,7,3,0,5,55,7,44
3936,0,0,3,0,5,0,0,45
3937,146,31,3,0,5,146,31,46
3938,74,15,3,0,5,74,15,47
3939,53,20,3,0,5,53,20,48
3940,20,5,3,0,5,20,5,49
3941,31,4,3,0,5,31,4,50
3942,43,23,3,0,5,43,23,51
3943,0,0,3,0,5,0,0,52
3944,0,0,3,0,5,0,0,53
3945,32,6,3,0,5,32,6,54
3946,62,9,3,0,5,62,9,55
3947,113,26,3,0,5,113,26,56
3948,26,5,3,0,5,26,5,57
3949,39,7,3,0,5,39,7,58
3950,169,29,3,0,5,169,29,59
3951,0,0,3,0,5,0,0,60
3952,103,24,3,0,5,103,24,61
3953,30,12,3,0,5,30,12,62
3954,57,15,3,0,5,57,15,63
3955,16,2,3,0,5,16,2,64
3956,37,8,3,0,5,37,8,65
3957,29,8,3,0,5,29,8,66
3958,23,6,3,0,5,23,6,67
3959,33,2,3,0,5,33,2,68
3960,73,7,3,0,5,73,7,69
3961,29,2,3,0,5,29,2,70
3962,31,2,3,0,5,31,2,71
3963,30,2,3,0,5,30,2,72
3964,30,2,3,0,5,30,2,73
3965,10,3,3,0,5,10,3,74
3966,31,6,3,0,5,31,6,75
3967,49,13,3,0,5,49,13,76
3968,23,2,3,0,5,23,2,77
3969,37,4,3,0,5,37,4,78
3970,0,0,3,0,5,0,0,79
3971,52,12,3,0,5,52,12,80
3972,37,7,3,0,5,37,7,81
3973,61,14,3,0,5,61,14,82
3974,39,7,3,0,5,39,7,83
3975,29,12,3,0,5,29,12,84
3976,54,12,3,0,5,54,12,85
3977,46,21,3,0,5,46,21,86
3978,0,0,3,0,5,0,0,87
3979,12388,1852,4,1,5,12388,1852,0
3980,4321,186,4,2,5,4321,186,0
3981,1387,132,4,3,5,1387,132,0
3982,463,131,4,4,5,463,131,0
3983,443,104,4,5,5,443,104,0
3984,988,277,4,6,5,988,277,0
3985,297,66,4,7,5,297,66,0
3986,1101,172,4,8,5,1101,172,0
3987,1362,239,4,9,5,1362,239,0
3988,479,163,4,10,5,479,163,0
3989,280,80,4,11,5,280,80,0
3990,233,58,4,12,5,233,58,0
3991,308,63,4,13,5,308,63,0
3992,505,112,4,14,5,505,112,0
3993,221,69,4,15,5,221,69,0
3994,999,65,4,0,5,999,65,1
3995,969,49,4,0,5,969,49,2
3996,944,34,4,0,5,944,34,3
3997,1409,38,4,0,5,1409,38,4
3998,0,0,4,0,5,0,0,5
3999,75,5,4,0,5,75,5,6
4000,74,7,4,0,5,74,7,7
4001,170,13,4,0,5,170,13,8
4002,89,18,4,0,5,89,18,9
4003,47,6,4,0,5,47,6,10
4004,73,13,4,0,5,73,13,11
4005,162,28,4,0,5,162,28,12
4006,64,5,4,0,5,64,5,13
4007,172,8,4,0,5,172,8,14
4008,34,4,4,0,5,34,4,15
4009,172,10,4,0,5,172,10,16
4010,143,8,4,0,5,143,8,17
4011,112,7,4,0,5,112,7,18
4012,227,89,4,0,5,227,89,19
4013,51,6,4,0,5,51,6,20
4014,43,11,4,0,5,43,11,21
4015,41,6,4,0,5,41,6,22
4016,27,2,4,0,5,27,2,23
4017,38,14,4,0,5,38,14,24
4018,36,3,4,0,5,36,3,25
4019,24,4,4,0,5,24,4,26
4020,61,10,4,0,5,61,10,27
4021,239,39,4,0,5,239,39,28
4022,28,8,4,0,5,28,8,29
4023,24,18,4,0,5,24,18,30
4024,29,5,4,0,5,29,5,31
4025,38,20,4,0,5,38,20,32
4026,102,39,4,0,5,102,39,33
4027,140,54,4,0,5,140,54,34
4028,102,19,4,0,5,102,19,35
4029,85,19,4,0,5,85,19,36
4030,162,43,4,0,5,162,43,37
4031,229,52,4,0,5,229,52,38
4032,168,51,4,0,5,168,51,39
4033,99,21,4,0,5,99,21,40
4034,34,7,4,0,5,34,7,41
4035,58,11,4,0,5,58,11,42
4036,37,14,4,0,5,37,14,43
4037,69,13,4,0,5,69,13,44
4038,0,0,4,0,5,0,0,45
4039,744,88,4,0,5,744,88,46
4040,105,25,4,0,5,105,25,47
4041,89,16,4,0,5,89,16,48
4042,49,19,4,0,5,49,19,49
4043,38,10,4,0,5,38,10,50
4044,76,14,4,0,5,76,14,51
4045,0,0,4,0,5,0,0,52
4046,0,0,4,0,5,0,0,53
4047,24,8,4,0,5,24,8,54
4048,125,23,4,0,5,125,23,55
4049,294,57,4,0,5,294,57,56
4050,67,21,4,0,5,67,21,57
4051,83,27,4,0,5,83,27,58
4052,769,103,4,0,5,769,103,59
4053,0,0,4,0,5,0,0,60
4054,228,62,4,0,5,228,62,61
4055,94,27,4,0,5,94,27,62
4056,50,24,4,0,5,50,24,63
4057,19,9,4,0,5,19,9,64
4058,88,41,4,0,5,88,41,65
4059,100,40,4,0,5,100,40,66
4060,47,10,4,0,5,47,10,67
4061,66,17,4,0,5,66,17,68
4062,67,13,4,0,5,67,13,69
4063,72,12,4,0,5,72,12,70
4064,33,8,4,0,5,33,8,71
4065,43,12,4,0,5,43,12,72
4066,38,16,4,0,5,38,16,73
4067,47,10,4,0,5,47,10,74
4068,55,9,4,0,5,55,9,75
4069,147,31,4,0,5,147,31,76
4070,47,13,4,0,5,47,13,77
4071,59,10,4,0,5,59,10,78
4072,0,0,4,0,5,0,0,79
4073,119,19,4,0,5,119,19,80
4074,120,32,4,0,5,120,32,81
4075,226,51,4,0,5,226,51,82
4076,40,10,4,0,5,40,10,83
4077,82,20,4,0,5,82,20,84
4078,94,22,4,0,5,94,22,85
4079,45,27,4,0,5,45,27,86
4080,0,0,4,0,5,0,0,87
4081,1461,363,5,1,5,1461,363,0
4082,295,48,5,2,5,295,48,0
4083,211,50,5,3,5,211,50,0
4084,101,20,5,4,5,101,20,0
4085,63,15,5,5,5,63,15,0
4086,144,34,5,6,5,144,34,0
4087,43,13,5,7,5,43,13,0
4088,117,38,5,8,5,117,38,0
4089,172,36,5,9,5,172,36,0
4090,86,30,5,10,5,86,30,0
4091,40,19,5,11,5,40,19,0
4092,36,16,5,12,5,36,16,0
4093,49,10,5,13,5,49,10,0
4094,70,24,5,14,5,70,24,0
4095,34,10,5,15,5,34,10,0
4096,33,11,5,0,5,33,11,1
4097,69,3,5,0,5,69,3,2
4098,70,17,5,0,5,70,17,3
4099,123,17,5,0,5,123,17,4
4100,0,0,5,0,5,0,0,5
4101,23,9,5,0,5,23,9,6
4102,15,1,5,0,5,15,1,7
4103,17,6,5,0,5,17,6,8
4104,11,5,5,0,5,11,5,9
4105,10,3,5,0,5,10,3,10
4106,10,2,5,0,5,10,2,11
4107,19,7,5,0,5,19,7,12
4108,11,0,5,0,5,11,0,13
4109,39,5,5,0,5,39,5,14
4110,12,5,5,0,5,12,5,15
4111,13,2,5,0,5,13,2,16
4112,12,1,5,0,5,12,1,17
4113,19,4,5,0,5,19,4,18
4114,56,6,5,0,5,56,6,19
4115,2,0,5,0,5,2,0,20
4116,7,5,5,0,5,7,5,21
4117,8,2,5,0,5,8,2,22
4118,6,1,5,0,5,6,1,23
4119,6,0,5,0,5,6,0,24
4120,16,6,5,0,5,16,6,25
4121,1,0,5,0,5,1,0,26
4122,3,3,5,0,5,3,3,27
4123,42,4,5,0,5,42,4,28
4124,6,3,5,0,5,6,3,29
4125,2,0,5,0,5,2,0,30
4126,3,1,5,0,5,3,1,31
4127,6,4,5,0,5,6,4,32
4128,13,5,5,0,5,13,5,33
4129,34,6,5,0,5,34,6,34
4130,17,4,5,0,5,17,4,35
4131,5,4,5,0,5,5,4,36
4132,32,6,5,0,5,32,6,37
4133,15,4,5,0,5,15,4,38
4134,28,5,5,0,5,28,5,39
4135,10,4,5,0,5,10,4,40
4136,5,4,5,0,5,5,4,41
4137,10,1,5,0,5,10,1,42
4138,5,1,5,0,5,5,1,43
4139,13,3,5,0,5,13,3,44
4140,0,0,5,0,5,0,0,45
4141,55,20,5,0,5,55,20,46
4142,24,8,5,0,5,24,8,47
4143,9,0,5,0,5,9,0,48
4144,7,2,5,0,5,7,2,49
4145,12,4,5,0,5,12,4,50
4146,10,4,5,0,5,10,4,51
4147,0,0,5,0,5,0,0,52
4148,0,0,5,0,5,0,0,53
4149,15,2,5,0,5,15,2,54
4150,19,5,5,0,5,19,5,55
4151,22,1,5,0,5,22,1,56
4152,19,3,5,0,5,19,3,57
4153,17,8,5,0,5,17,8,58
4154,80,17,5,0,5,80,17,59
4155,0,0,5,0,5,0,0,60
4156,36,16,5,0,5,36,16,61
4157,16,8,5,0,5,16,8,62
4158,15,1,5,0,5,15,1,63
4159,4,2,5,0,5,4,2,64
4160,15,3,5,0,5,15,3,65
4161,16,4,5,0,5,16,4,66
4162,7,5,5,0,5,7,5,67
4163,7,3,5,0,5,7,3,68
4164,10,7,5,0,5,10,7,69
4165,10,8,5,0,5,10,8,70
4166,11,1,5,0,5,11,1,71
4167,5,4,5,0,5,5,4,72
4168,7,0,5,0,5,7,0,73
4169,3,3,5,0,5,3,3,74
4170,6,3,5,0,5,6,3,75
4171,17,3,5,0,5,17,3,76
4172,14,3,5,0,5,14,3,77
4173,12,1,5,0,5,12,1,78
4174,0,0,5,0,5,0,0,79
4175,27,7,5,0,5,27,7,80
4176,10,2,5,0,5,10,2,81
4177,24,12,5,0,5,24,12,82
4178,9,3,5,0,5,9,3,83
4179,10,4,5,0,5,10,4,84
4180,18,3,5,0,5,18,3,85
4181,6,3,5,0,5,6,3,86
4182,0,0,5,0,5,0,0,87
4183,1644,1135,6,1,5,1644,1135,0
4184,313,237,6,2,5,313,237,0
4185,195,140,6,3,5,195,140,0
4186,134,104,6,4,5,134,104,0
4187,63,56,6,5,5,63,56,0
4188,142,82,6,6,5,142,82,0
4189,75,32,6,7,5,75,32,0
4190,177,112,6,8,5,177,112,0
4191,156,93,6,9,5,156,93,0
4192,72,43,6,10,5,72,43,0
4193,64,56,6,11,5,64,56,0
4194,73,34,6,12,5,73,34,0
4195,43,24,6,13,5,43,24,0
4196,63,58,6,14,5,63,58,0
4197,74,64,6,15,5,74,64,0
4198,98,75,6,0,5,98,75,1
4199,52,46,6,0,5,52,46,2
4200,77,62,6,0,5,77,62,3
4201,86,54,6,0,5,86,54,4
4202,0,0,6,0,5,0,0,5
4203,12,11,6,0,5,12,11,6
4204,7,5,6,0,5,7,5,7
4205,28,22,6,0,5,28,22,8
4206,21,18,6,0,5,21,18,9
4207,9,6,6,0,5,9,6,10
4208,22,20,6,0,5,22,20,11
4209,22,18,6,0,5,22,18,12
4210,18,7,6,0,5,18,7,13
4211,26,13,6,0,5,26,13,14
4212,11,8,6,0,5,11,8,15
4213,7,3,6,0,5,7,3,16
4214,2,3,6,0,5,2,3,17
4215,10,6,6,0,5,10,6,18
4216,56,33,6,0,5,56,33,19
4217,7,5,6,0,5,7,5,20
4218,7,12,6,0,5,7,12,21
4219,10,5,6,0,5,10,5,22
4220,25,25,6,0,5,25,25,23
4221,16,9,6,0,5,16,9,24
4222,13,15,6,0,5,13,15,25
4223,6,6,6,0,5,6,6,26
4224,12,10,6,0,5,12,10,27
4225,20,10,6,0,5,20,10,28
4226,0,3,6,0,5,0,3,29
4227,6,6,6,0,5,6,6,30
4228,3,4,6,0,5,3,4,31
4229,16,17,6,0,5,16,17,32
4230,16,7,6,0,5,16,7,33
4231,25,8,6,0,5,25,8,34
4232,15,15,6,0,5,15,15,35
4233,13,14,6,0,5,13,14,36
4234,30,14,6,0,5,30,14,37
4235,27,18,6,0,5,27,18,38
4236,16,6,6,0,5,16,6,39
4237,21,9,6,0,5,21,9,40
4238,8,2,6,0,5,8,2,41
4239,17,8,6,0,5,17,8,42
4240,10,4,6,0,5,10,4,43
4241,19,9,6,0,5,19,9,44
4242,0,0,6,0,5,0,0,45
4243,82,51,6,0,5,82,51,46
4244,17,12,6,0,5,17,12,47
4245,21,12,6,0,5,21,12,48
4246,10,12,6,0,5,10,12,49
4247,18,17,6,0,5,18,17,50
4248,29,8,6,0,5,29,8,51
4249,0,0,6,0,5,0,0,52
4250,0,0,6,0,5,0,0,53
4251,20,11,6,0,5,20,11,54
4252,13,3,6,0,5,13,3,55
4253,29,22,6,0,5,29,22,56
4254,19,5,6,0,5,19,5,57
4255,32,30,6,0,5,32,30,58
4256,43,22,6,0,5,43,22,59
4257,0,0,6,0,5,0,0,60
4258,29,11,6,0,5,29,11,61
4259,17,14,6,0,5,17,14,62
4260,5,1,6,0,5,5,1,63
4261,6,7,6,0,5,6,7,64
4262,15,10,6,0,5,15,10,65
4263,21,11,6,0,5,21,11,66
4264,11,16,6,0,5,11,16,67
4265,14,15,6,0,5,14,15,68
4266,18,14,6,0,5,18,14,69
4267,19,6,6,0,5,19,6,70
4268,25,10,6,0,5,25,10,71
4269,11,9,6,0,5,11,9,72
4270,11,3,6,0,5,11,3,73
4271,7,6,6,0,5,7,6,74
4272,11,8,6,0,5,11,8,75
4273,13,4,6,0,5,13,4,76
4274,13,8,6,0,5,13,8,77
4275,6,4,6,0,5,6,4,78
4276,0,0,6,0,5,0,0,79
4277,15,17,6,0,5,15,17,80
4278,19,15,6,0,5,19,15,81
4279,29,24,6,0,5,29,24,82
4280,0,2,6,0,5,0,2,83
4281,22,22,6,0,5,22,22,84
4282,14,11,6,0,5,14,11,85
4283,38,31,6,0,5,38,31,86
4284,0,0,6,0,5,0,0,87
4285,4444,4028,7,1,5,4444,4028,0
4286,464,393,7,2,5,464,393,0
4287,545,477,7,3,5,545,477,0
4288,288,235,7,4,5,288,235,0
4289,264,248,7,5,5,264,248,0
4290,529,455,7,6,5,529,455,0
4291,231,219,7,7,5,231,219,0
4292,432,411,7,8,5,432,411,0
4293,510,444,7,9,5,510,444,0
4294,249,253,7,10,5,249,253,0
4295,200,183,7,11,5,200,183,0
4296,139,132,7,12,5,139,132,0
4297,182,178,7,13,5,182,178,0
4298,222,219,7,14,5,222,219,0
4299,189,181,7,15,5,189,181,0
4300,60,56,7,0,5,60,56,1
4301,91,67,7,0,5,91,67,2
4302,171,147,7,0,5,171,147,3
4303,142,123,7,0,5,142,123,4
4304,0,0,7,0,5,0,0,5
4305,42,39,7,0,5,42,39,6
4306,32,31,7,0,5,32,31,7
4307,51,32,7,0,5,51,32,8
4308,38,39,7,0,5,38,39,9
4309,25,18,7,0,5,25,18,10
4310,70,57,7,0,5,70,57,11
4311,64,57,7,0,5,64,57,12
4312,39,32,7,0,5,39,32,13
4313,70,59,7,0,5,70,59,14
4314,23,25,7,0,5,23,25,15
4315,49,41,7,0,5,49,41,16
4316,21,25,7,0,5,21,25,17
4317,21,22,7,0,5,21,22,18
4318,109,82,7,0,5,109,82,19
4319,30,22,7,0,5,30,22,20
4320,43,34,7,0,5,43,34,21
4321,22,22,7,0,5,22,22,22
4322,18,14,7,0,5,18,14,23
4323,24,24,7,0,5,24,24,24
4324,42,37,7,0,5,42,37,25
4325,31,29,7,0,5,31,29,26
4326,42,42,7,0,5,42,42,27
4327,86,73,7,0,5,86,73,28
4328,10,10,7,0,5,10,10,29
4329,31,28,7,0,5,31,28,30
4330,12,14,7,0,5,12,14,31
4331,52,52,7,0,5,52,52,32
4332,89,90,7,0,5,89,90,33
4333,76,69,7,0,5,76,69,34
4334,79,68,7,0,5,79,68,35
4335,35,33,7,0,5,35,33,36
4336,69,51,7,0,5,69,51,37
4337,97,83,7,0,5,97,83,38
4338,84,61,7,0,5,84,61,39
4339,58,54,7,0,5,58,54,40
4340,36,31,7,0,5,36,31,41
4341,39,39,7,0,5,39,39,42
4342,40,40,7,0,5,40,40,43
4343,58,55,7,0,5,58,55,44
4344,0,0,7,0,5,0,0,45
4345,175,175,7,0,5,175,175,46
4346,48,49,7,0,5,48,49,47
4347,40,47,7,0,5,40,47,48
4348,42,33,7,0,5,42,33,49
4349,49,45,7,0,5,49,45,50
4350,78,62,7,0,5,78,62,51
4351,0,0,7,0,5,0,0,52
4352,0,0,7,0,5,0,0,53
4353,49,45,7,0,5,49,45,54
4354,78,58,7,0,5,78,58,55
4355,124,109,7,0,5,124,109,56
4356,68,56,7,0,5,68,56,57
4357,36,40,7,0,5,36,40,58
4358,155,136,7,0,5,155,136,59
4359,0,0,7,0,5,0,0,60
4360,90,83,7,0,5,90,83,61
4361,45,42,7,0,5,45,42,62
4362,58,65,7,0,5,58,65,63
4363,15,16,7,0,5,15,16,64
4364,41,47,7,0,5,41,47,65
4365,57,49,7,0,5,57,49,66
4366,38,31,7,0,5,38,31,67
4367,45,48,7,0,5,45,48,68
4368,60,55,7,0,5,60,55,69
4369,42,37,7,0,5,42,37,70
4370,44,43,7,0,5,44,43,71
4371,23,25,7,0,5,23,25,72
4372,11,13,7,0,5,11,13,73
4373,19,14,7,0,5,19,14,74
4374,32,24,7,0,5,32,24,75
4375,74,70,7,0,5,74,70,76
4376,38,34,7,0,5,38,34,77
4377,38,50,7,0,5,38,50,78
4378,0,0,7,0,5,0,0,79
4379,73,73,7,0,5,73,73,80
4380,36,32,7,0,5,36,32,81
4381,82,80,7,0,5,82,80,82
4382,31,34,7,0,5,31,34,83
4383,54,47,7,0,5,54,47,84
4384,52,51,7,0,5,52,51,85
4385,83,83,7,0,5,83,83,86
4386,0,0,7,0,5,0,0,87
4387,2708,1303,8,1,5,2708,1303,0
4388,663,266,8,2,5,663,266,0
4389,229,92,8,3,5,229,92,0
4390,139,83,8,4,5,139,83,0
4391,111,54,8,5,5,111,54,0
4392,367,164,8,6,5,367,164,0
4393,145,66,8,7,5,145,66,0
4394,247,137,8,8,5,247,137,0
4395,258,128,8,9,5,258,128,0
4396,121,43,8,10,5,121,43,0
4397,101,71,8,11,5,101,71,0
4398,68,35,8,12,5,68,35,0
4399,88,44,8,13,5,88,44,0
4400,119,73,8,14,5,119,73,0
4401,52,47,8,15,5,52,47,0
4402,154,71,8,0,5,154,71,1
4403,138,59,8,0,5,138,59,2
4404,168,70,8,0,5,168,70,3
4405,203,66,8,0,5,203,66,4
4406,0,0,8,0,5,0,0,5
4407,11,2,8,0,5,11,2,6
4408,29,12,8,0,5,29,12,7
4409,54,7,8,0,5,54,7,8
4410,24,14,8,0,5,24,14,9
4411,15,9,8,0,5,15,9,10
4412,15,15,8,0,5,15,15,11
4413,24,7,8,0,5,24,7,12
4414,10,6,8,0,5,10,6,13
4415,17,5,8,0,5,17,5,14
4416,6,4,8,0,5,6,4,15
4417,11,4,8,0,5,11,4,16
4418,8,2,8,0,5,8,2,17
4419,5,5,8,0,5,5,5,18
4420,58,30,8,0,5,58,30,19
4421,14,7,8,0,5,14,7,20
4422,23,6,8,0,5,23,6,21
4423,8,14,8,0,5,8,14,22
4424,7,1,8,0,5,7,1,23
4425,17,12,8,0,5,17,12,24
4426,12,13,8,0,5,12,13,25
4427,17,7,8,0,5,17,7,26
4428,17,10,8,0,5,17,10,27
4429,45,12,8,0,5,45,12,28
4430,10,10,8,0,5,10,10,29
4431,7,5,8,0,5,7,5,30
4432,8,3,8,0,5,8,3,31
4433,7,7,8,0,5,7,7,32
4434,53,28,8,0,5,53,28,33
4435,57,17,8,0,5,57,17,34
4436,40,16,8,0,5,40,16,35
